npc_id,npc_name,notes
162363,Temple Scarab,"Appears in the Assaults phase of the zone, except perhaps during Black Empire Assaults. It can be found in small numbers around the larger pyramid in Neferset City, but note that the level 35 Temple Scarab also appears south of this pyramid in the Assault phase. Speak to Zidormi in Ramkahen if you need to switch time phases."
162364,Sand Scorpid,"Found in the Assaults (N'Zoth Invasion) phase of the zone, except during Black Empire Assaults. Located at the southern end of Neferset City."
162373,Ferndweller Wasp,Appears in all Assaults phases of the zone. Found along the rivers.
162374,Shaggy Desert Coyote,Appears in all Assaults phases of the zone.
162375,Marsh Serpent,Found in the Assaults phase of Uldum. Not present when the Black Empire Assault (which spans the centre of the zone) is active.
162378,Venomscale Spitter,Appears in all Assaults phases of the zone. Found in the north-west of the zone.
162380,Venomblood Scorpid,Appears in all Assaults phases of the zone.
162381,Rabid Hyena,Appears in all Assaults phases of the zone. Found in the north-west of the zone.
162382,Sand-Husk Scarab,Appears in all Assaults phases of the zone. Found in northern Uldum.
162399,Echo of the Spy,"Can only be spawned during the quest, ""Repeat After Me""."
162428,Corpse Tickler,Has a spectral effect that it retains. The Vault is
162588,Gristlebeak,"Gristlebeak cannot initially be attacked, but circles an area east of the the Theater of Pain. She will descend and attack if you destroy her clutch of Unusual Eggs, found further east the foot of jagged, blackened peaks."
162681,Elusive Quickhoof,"Normally friendly but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. The Elusive Quickhoof is an alpaca that spawns rarely and can be found wandering in one of many different locations in Vol'dun. If you feed it some Seaside Leafy Greens Mix it will award you the Elusive Quickhoof mount. It's still possible to tame it afterwards, as the alpaca remains up for 10 minutes after spawning."
163025,Aqir Goliath,"Appears in the Assaults phase of the zone. Respawns frequently, not far inside the eastern entrance to the Obelisk of the Moon and immediately runs towards the entrance. Tame it as soon as it spawns, before the other NPCs attack and steal threat."
163042,Ivory Cloud Serpent,"Normally friendly, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. The Ivory Cloud Serpent appears only during Mogu Assaults. The Ivory Cloud Serpent spawns every ~1.5 - 3 hours at coordinates ~ 27,55, at roughly 2-3 times the height of the trees, and flies rapidly in clockwise circuits around the zone. The best place to tame it is at the southern end of the roof of the Gate of the Setting Sun."
163045,Aqir Stinger,"This untameable version of the Aqir Stinger is found only around the Obelisk of the Moon, during all Assaults phases."
163091,Aqir Impaler,"Spawns continuously at the eastern entrance of the Obelisk of the Moon. Also spawns during the 'Ambushed Settlers' quest events, which only occur during Aqir Unearthed Assaults."
163154,Aqir Scarab,"Spawns during the 'Ambushed Settlers' quest events, which only occur during Aqir Unearthed Assaults."
163185,Evolved Battlemite,Occasionally spawns and heads north through the area.
163259,Goliath Hatchling,"Appears during Aqir Unearthed Assaults, but only on days when the quest event Titanus Egg is active (just west of the Ruins of Ammon). Spawns when you destroy Goliath Eggs."
163268,Titanus Young,"Appears during Aqir Unearthed Assaults, but only on days when the quest event Titanus Egg is active (just west of the Ruins of Ammon). Spawns at the culmination of the quest."
163503,Etherdiver,Located in Spires of Ascension (Dungeon).
163506,Forsworn Stealthclaw,Located in Spires of Ascension (Dungeon).
163616,Rootstinger Swarmling,"Rootstinger Swarmlings continually spawn in northern Gormhive and fly north to Gormhive Defense Wall, Claw's Edge and Kaithe Overlook where they despawn. They can also appear by the land bridge at Tirna Scithe (~25,61) on days when the world quest ""Swarm Defense"" is up in that area."
164110,Chompy,"Spawns after killing several Bristlecone Terrors (which can be attacked after killing the Deranged Guardians). Randomly, one of them will call out for Gormtamer Tizo to save them, which will spawn Chompy (with Tizo on its back). Taming or killing Chompy will spawn Tizo."
164197,Justice <The Accuser's Pet>,Patrols the southern perimeter. Appears to phase out later in the zone quest chain and is probably unavailable for hunters who select the Threads of Fate advancement path.
164198,Doom <The Accuser's Pet>,Patrols the western perimeter. Appears to phase out later in the zone quest chain and is probably unavailable for hunters who select the Threads of Fate advancement path.
164208,Soul Monitor,"Soul Monitors initially look like statues. They don't appear on your beast tracker, or in their proper colour, until aggroed. Appears to phase out later in the zone quest chain and is probably unavailable for hunters who select the Threads of Fate advancement path."
164391,Old Ardeite,Flies very high over the area. You can reach Old Ardeite by using the basket of fairy wings found in the first alcove to the left right as you enter Shimmerbough from the Heart of the Forest.
164424,Mawsworn Seeker,"This Mawsworn Seeker is limited to a special phase which is part of two known Shadowlands zone quest chains. If you already completed these quests you can return if you quest sync with someone who is still on them.The quest chains are: (i) The later Maldraxxus story arc in which you rescue Darion Mograine from the Maw. The story begins with The Maw. (ii) The later Revendreth story arc in which you rescue Prince Renathal from the Maw. There's only ever one Mawsworn Seeker present at a time and it can be slow to respawn, so if you don't see one you may have to wait a few minutes."
164479,Bonefang,Located in The Necrotic Wake (Dungeon). Bonefang is the mount of Amarth and serves as the second boss in The Necrotic Wake. Taming Bonefang will prevent you continuing with the dungeon and it probably shouldn't be tameable at all. Consider taming a Flayedwing Fleshripper instead.
164563,Vicious Gargon,Located in Halls of Atonement (Dungeon).
164587,Satiated Sawtooth,"Found in the west of the Stabbing Wastes, west of the Theater of Pain (43,48). Only one is ever up at a time, and will randomly spawn with or without horns."
164847,Requisitioner Packhound,"Found in multiple locations in the area. Friendly at first, it becomes hostile and tameable after completing the main story."
164862,Weald Shimmermoth,Located in De Other Side (Dungeon).
164873,Runestag Elderhorn,Located in De Other Side (Dungeon).
165312,Forsworn Phalynx,"Spawns during the World Quest, ""Assault on the Vestibule""."
165336,Decrepit Tauralus,Found inside a hall in the north-east of the area.
165404,Buzzkill,"Found north of the Glitterfall Basin flight point, close to the northern tip of the 'island'. It is the object of the quest What a Buzzkill."
165460,Unleashed Nightmare,Spawns during the zone story quest Nightmares Manifest.
165634,Flayedwing Transporter,"Found during the Necrolord-only quest, ""Death Rains""."
165905,Son of Hakkar,Located in De Other Side (Dungeon).
165942,Rageback Gargon,"Venthyr Covenant-only. Found during the quest, ""Harvester of Wrath""."
165957,Flayedwing Overwatch,"Found during the Necrolord-only quest, ""Aerial Absolution""."
165960,Blazing Forgehound,"Only spawns during the world quest ""The Spider on the Wall""."
165973,Warren Mongrel,"Possibly only present when its namesake daily quest, Warren Mongrel, is available."
165974,Crucible Seeker,Found in the introductory quest phase for Shadowlands.
165978,Scavenging Mawrat,Found in both the regular and the introductory quest phase for Shadowlands.
166027,Resurfaced Tyrant,"Night Fae-only. Found during the Night Fae Chapter, ""Deal for a Loa""."
166177,Darkturned Clawguard,"Found during the Kyrian-only quest, ""The Greater Good""."
166453,Darkturned Clawguard,"Found during the Kyrian-only quest, ""The Greater Good""."
166559,Ol' Big Head,"Found at the very back of a cave in the mountain range south-east of the Theater of Pain, near the Predatory Bloodtusks. The entrance is at coordinates 57,53."
166592,Trained Hellhound,Found in the zone starting arena. Phases out after the quest Champion the Cause.
166676,Voracious Slopslurper,"Kyrian and Necrolord Covenants only. Found during the quest ""Charging the Blade""."
166679,Hopecrusher,You can get Hopecrusher to appear by examining the 'Large Prey' bat corpse in a courtyard with a large tree in the south-east of the area.
166735,Deranged Guardian,Ridden by Bristlecone Terrors.
167129,Reza,"Reza, and its companion Geza are pets of the rare NPC Huntmaster Petrus and can appear in the Witherfall Ruin area of south-east Revendreth. They can only be tamed after Petrus is defeated. They must be present and still alive when you defeat Petrus and you must tame them immediately afterwards, or they won't be tameable. Note that sometimes they're buggy and the tameable version doesn't appear after he's defeated."
167139,Geza,"Geza, and its companion Reza are pets of the rare NPC Huntmaster Petrus and can appear in the Witherfall Ruin area of south-east Revendreth. They can only be tamed after Petrus is defeated. They must be present and still alive when you defeat Petrus and you must tame them immediately afterwards, or they won't be tameable. Note that sometimes they're buggy and the tameable version doesn't appear after he's defeated."
167337,Mechanical Bunny,"If you're a gnome this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
167342,Moth,"If you're a draenei this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
167343,Dragonhawk,"If you're a blood elf this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
167344,Scorpion,"If you're a goblin this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
167345,Wolf,"If you're a human this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
167346,Wolf,"If you're an orc this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
167347,Tiger,"If you're a night elf or Alliance pandaren this beast can be found on the ship during the intro to Exile's Reach. It's friendly at this stage, but can be tamed at a much later stage, during the quest The Art of Taming."
